rating,review
2,not up to par
5,best strings ever
5,bright sounding strings
5,again and again
5,they sound lovely on my taylor string
5,great tone incredibly durable
5,awesome strings
5,wouldnt use anything else
5,elixir has great strings
4,okay guitar strings
4,bright sounding strings that are kind to fingertips
5,simplygreat
5,best guitar strings
5,great for my acoustic guitar
5,best acoustic guitar strings
4,experimenting with various acoustic strings
5,these strings are awesome
5,elixirlight
5,elizir nanoweb strings are top of the line
5,excellent strings
5,last or times as long for twice the price so theyre actually cheaper in the long run
4,nothing beats the lifespan of elixirs
5,smooth move
5,good string
5,bright light and warmyou couldnt ask for more
3,sound good but not worth the extra cost
5,amazing smooth clean strings
3,honesty is the first key in marketing
5,great tone
4,nice tone
3,nanoweb stay clean but
5,sound bright and clear last a long time
5,my favorite acoustic strings
5,ive tried them all these are the best
3,great feel and handling but not the sound i like
5,its the only string i use
5,best sounding strings
5,the best
4,great guitar strings
1,destroyed my guitar
5,great sounding and long lasting
5,work well for me
4,good strings
3,bad ears
5,great for sweatyhanded players like me
4,quality tone that lasts
3,they are ok
5,great corrosion resistant strings
5,excellent strings
5,lasts a really long time
5,there strings
2,they sound a lot brighter
5,these will make your git sound like something its never sounded like before
5,get em
5,cant find them when i travel great buy
5,love these on my strat
5,elixir electric guitar strings
5,always the best
2,displeased
4,very good hard to know when to change them
5,almost the best
5,best strings ever
3,underwhelmed
4,amazing strings my favorite
5,was looking for sustain
5,theyre elixirs worth every penny
5,slickprobably easier on the fingertips for those without good callusses
4,good
5,elixir electric guitar strings string medium nanoweb coating
5,love these strings
5,best acoustic strings ever
5,elixir medium electric guitar strings nanoweb
5,nice
3,not very impressed so far
5,i love these strings
5,elixir
4,love them
5,best strings on the planet
5,amazing guitar strings sound new for a long time
4,long lasting easy on the fingers
5,great strings
5,best strings evaaah
5,great guitar strings
5,one of the greatest things to happen to acoustic guitar in years
5,best price
5,elixir strings acoustic guitar strings string custom light polyweb coating
5,best strings for the money
4,coated strings
5,the only strings my taylor will ever see
5,the best acoustic strings period
5,best strings ever
5,the best sound on my taylor
5,bright tone long lasting great strings
5,great purchase
4,great for the
4,awesome inexpensive guitar
5,only my first guitar but i absolutely love it
4,incredible deal
5,great guitar for the buck
5,pretty neat tool
5,click and tune
3,good concept
5,i believe it does what it is supposed to granted im a rookie drummer
3,ehhhh
5,this actually works and works well
5,sounds great
3,make sure your control plate fits
4,great for a modified telecaster
3,improper wiring diagram
5,switch it up
5,great tuners great price
3,fender vintage tuners
3,looks good but
5,great lookingperforming tuners but beware of size issues
4,just pay attention to vintage
2,not very durable
5,fender american series string guides
5,they look cool
5,nice upgrade
5,they upgraded my tele deluxe
5,great parts
4,they worked
4,may require drilling to fit on some fendersquire models
5,recommended
3,requires drilling
3,maybe what you really need is a new set of strings
5,dont need rollers on most guitars
5,a clean looking and functional upgrade
3,hard to install
4,good function
4,better than butterflies clip off the pin
4,awesome upgrade
5,great acessories
5,really nice
5,fender string trees
4,gotta have em
5,does the job great price
4,it is what it is
5,fit is wonderful
5,this capo is not crapo
4,good capo and easy easy to use
5,clamp it on your neck
5,works for my four string bass
2,did not like
5,well made
4,fits all my guitars basses
5,great capo fits fat to thin necks
5,my favorite capo
4,like it
4,like it
5,my th one
5,works well for all my stringed instruments
4,best capo out there for the money
4,for the price works well
5,love this one
5,jim dunlop guitar capo
4,good quality at a good price
5,works great well made
5,i like this capo so far
5,good item
3,be careful about using capos like this because if youre using a fine guitar
5,excelent product
5,perfect on a stratocaster
5,does the job
5,longer than a kyser easy to use
4,good capo
5,great capo
5,the best capo ive ever used
5,works as advertised
3,a little iffy
4,good capo for a beginner
4,works like it should
5,great capo really tough
4,simple to use works well on the squier strat
3,its just ok
5,guitar capo
5,good capo
5,nice
5,i own two
5,nice fit and quality
4,well built but requires some strong hands
1,these capos are not made by the jim dunlop company
4,great capo
5,excellent
5,nice and easy
5,its just right for me
5,change keys on the fly
4,solid quick and almost easy
3,second best
5,best capo ive owned
5,works good looks good
4,lets call it stars
5,the best feeling capo ive used
3,it works
5,great capo
5,one year into my frustration and it hasnt let me down
5,great guitar capo
4,good grip without any slippage
5,thin picks are good white is a good color too
4,my goto picks for practice and general plonking about
5,it is what it is
5,wonderful
5,fender heaviesthats what i smoke
3,less than picksbut good sound
5,works great and lasts
5,all packed in mini ziplock
5,review
5,guitar pics as the gods of rock intended
4,good picks but you might want to try these
5,my favorite picks
4,sturdy but slightly lessthanperfect
5,happy as can be
5,solid feel nice fit
4,guardian case
3,not a guitar case
5,great case great price
5,fender shell guitar pick thin dozen
5,classic picks
4,more area for for a good grip
5,these are the picks you are looking for look no further
5,nice big pick
5,nice not much else to say
5,good feel good price
5,work fine when i can find them
5,perfect
5,best pick ive tried so far
5,great guitar picks
5,very nice picks
5,whats there to say really except that theyre good picks
5,classy fuctional iconic name
5,broken a few but theyre cheap and i still prefer them
4,medium picksfrom fender
5,love them
5,beautiful picks
5,just what i neededgot mine and the ovation idea from godps
5,just what i needed
5,a bit of nostalgia
5,fender premium celluloid guitar picks pack abalone thin
5,great picksgreat price
4,good picks decent price fast service
5,great customer service
5,fantastic pics
5,pick on this
5,good price
5,probably my new favorite
4,fender medium standard picks
5,great picks better shipping
5,better than expected
5,best guitar picks
5,really good quality
5,always use these
4,thin purple moto picks
5,nice picks
5,fender picks
5,smooth transaction
3,a pick is a pick
5,good price
5,what can you say
1,worst capo ive ever used
5,its a shubb
5,simple well built works
5,great capo
5,yes a winner
4,one of the best capo
4,not bad
5,best capo
4,great looking strap
5,just what you needed
5,noninvasive quality guitar strap button
5,brilliant strap
3,challenging to apply
5,works great simple to use
1,degrees out
1,very disappointed
5,just what my epi sheraton ii needed
5,monster cable standard
5,best cable for the money
5,solid and heavy
3,poor cables for active guitar players
5,hearing is believing
5,im a believer
5,not my first nor my last
5,excellent cable
4,works well
4,good cables but a little pricey
4,heavy duty cable
5,what a cable
5,great
5,perfect cable for my gibson sg super quiet and sounds powerful
5,tame monster
5,i love monster cables
3,not that impressed
5,the best brand ever
5,get what you pay for this is quality
5,these cables are great
5,the best cables ever
5,premium quality
5,heavy guage
5,great tough cable for bass guitar
4,look before leaping
5,monster wired
4,beyond high quality but overpriced the timeless combination of neutrik and mogami is better
5,essential
4,big help
3,it works but moves around easly
5,so essential it should come standard
4,okay for the price
5,just awesome
5,works very well
3,fine
4,more than expected
1,does not work
5,excellent value look and sound
5,just what i needed
4,very nice pickup but
4,great sound regardless of price
5,works well very convenient
4,almost amazing
5,sound like uncoated strings
5,good strings
5,daddario makes good strings
4,good though perhaps not superior
4,ok strings for the price
5,coated they last forever just not quite as long as forever used to be
